predclass,age,workclass,occupation,native-country,education,marital-status,education-num,hours-per-week,capital-gain,capital-loss,race,sex,relationship,age-hours,sex-marital
0,6,3,3,1,4,1,8,39,0,0,4,1,3,445,6
0,2,3,5,1,4,1,9,11,0,0,4,0,3,121,1
1,27,3,2,1,5,0,13,39,0,0,4,1,0,766,5
0,8,3,5,1,0,1,10,39,0,0,0,0,4,478,1
0,18,3,4,1,0,3,10,39,0,0,2,1,3,638,8
0,6,1,1,2,4,3,8,39,0,0,4,0,3,445,3
0,31,3,3,1,0,0,10,39,0,0,4,1,0,823,5
0,31,3,3,1,4,3,9,39,28,0,4,1,3,823,8
0,27,3,1,1,4,3,8,39,0,0,2,0,4,766,3
0,38,2,2,1,1,0,12,24,0,0,4,0,5,630,0
0,16,2,3,1,4,0,8,49,0,0,4,1,0,726,5
0,1,3,3,1,3,1,7,19,0,0,4,1,3,195,6
0,7,3,1,1,1,1,12,29,29,0,4,1,3,362,6
1,15,1,6,3,0,0,11,55,0,0,4,1,0,779,5
0,7,1,4,1,1,1,12,19,0,0,4,0,1,258,1
1,27,2,2,1,1,0,12,69,122,0,4,1,0,1154,5
0,10,3,1,1,1,0,12,44,0,0,4,1,0,568,5
1,22,3,2,5,0,0,11,39,0,0,4,1,0,695,5
0,9,1,5,1,3,0,5,39,0,0,4,1,0,495,5
1,17,3,2,1,5,0,13,39,0,0,4,1,0,623,5
1,21,3,4,1,5,0,13,64,122,0,4,1,0,1000,5
1,24,1,4,1,5,0,13,73,0,0,4,1,0,1152,5
0,56,0,0,6,1,0,12,4,0,0,1,1,0,198,5
0,15,2,2,1,4,0,8,49,0,0,4,1,0,709,5
1,39,1,2,1,5,0,13,39,0,0,2,1,0,928,5
1,42,3,2,1,1,0,12,49,0,55,4,1,0,1124,5
1,27,3,2,1,4,0,9,59,0,0,4,1,0,1049,5
0,18,3,2,4,1,1,12,39,0,26,1,1,3,638,6
0,35,3,3,2,4,0,8,39,63,0,3,1,0,878,5
0,13,3,4,1,4,1,9,49,55,0,4,1,3,676,6
0,6,3,2,1,1,0,12,39,0,0,4,1,0,445,5
1,26,3,1,1,4,1,8,42,101,0,4,0,4,799,1
0,44,3,2,1,4,0,8,49,0,0,4,1,0,1145,5
0,21,3,1,1,4,1,8,34,0,0,4,0,4,614,1
0,51,3,2,1,3,0,5,15,0,0,4,1,0,516,5
1,24,3,2,1,5,1,13,49,119,0,4,1,1,867,6
0,25,2,4,1,4,1,9,39,0,0,4,1,1,738,6
0,31,0,0,1,3,3,4,19,0,0,0,0,1,459,3
0,2,3,5,1,4,3,8,39,0,0,4,0,1,382,3
0,14,3,3,3,3,2,6,39,0,0,1,1,1,579,7
0,23,2,3,1,0,0,11,49,0,79,4,1,0,849,5
0,15,3,2,6,1,1,12,39,0,0,1,0,1,595,1
1,34,2,2,1,4,3,8,39,109,0,4,1,1,863,8
1,27,1,4,1,1,0,12,39,0,0,4,1,0,766,5
0,6,3,2,3,1,1,12,29,0,0,4,0,3,351,1
0,13,0,0,1,3,0,6,34,0,0,4,1,0,498,5
0,27,3,4,1,1,1,12,44,0,0,4,0,1,843,1
0,7,3,3,1,4,0,8,59,0,0,4,1,0,654,5
0,17,3,2,1,4,0,8,59,0,0,4,1,0,863,5
0,0,3,3,0,3,1,6,11,0,0,4,1,3,106,6
1,44,3,4,3,5,0,13,44,0,0,1,1,0,1076,5
0,13,1,2,1,1,1,12,39,0,0,4,1,3,562,6
0,28,3,3,1,1,1,12,39,0,0,4,1,1,782,6
0,5,3,1,1,0,1,10,39,0,0,4,0,3,430,1
0,32,3,5,1,4,0,9,39,0,0,4,1,0,836,5
0,22,3,1,1,0,4,11,44,0,0,4,0,4,765,4
0,22,0,0,1,4,0,8,39,0,0,2,1,0,695,5
0,17,3,1,1,4,1,9,39,0,0,4,0,2,623,1
1,35,1,2,1,4,0,9,39,0,0,4,1,0,878,5
0,7,3,1,1,0,1,10,39,0,0,4,0,1,459,1
1,21,3,4,1,1,0,12,44,0,0,4,1,0,750,5
0,2,3,3,1,3,1,6,39,0,0,4,1,3,382,6
0,7,3,5,1,4,1,8,29,0,0,4,0,1,362,1
0,8,3,5,1,0,1,11,42,0,0,4,1,3,511,6
0,54,3,3,1,3,4,3,9,0,0,4,1,1,360,9
0,10,3,4,1,4,0,8,39,0,0,2,0,5,513,0
0,11,3,2,1,0,1,10,39,0,0,2,0,1,530,1
1,37,3,6,2,0,0,10,37,112,0,2,1,0,868,5
0,1,3,2,1,3,1,6,9,0,0,2,0,3,91,1
0,32,3,5,1,4,0,8,39,0,0,2,1,0,836,5
0,19,3,5,1,4,2,8,24,0,0,4,0,4,438,2
0,40,3,3,1,4,4,8,49,0,0,4,1,4,1103,9
1,39,4,2,4,5,0,13,39,0,0,4,1,0,928,5
0,0,3,5,1,3,1,5,19,0,0,4,1,3,186,6
0,13,3,2,1,4,0,8,49,0,0,4,1,0,676,5
0,24,3,2,1,3,1,5,39,0,0,4,0,3,722,1
0,9,3,3,1,4,1,8,39,0,0,4,1,3,495,6
0,44,3,3,1,3,0,5,47,0,0,4,1,0,1121,5
0,33,0,0,1,4,3,9,39,0,0,4,1,4,849,8
0,7,3,3,1,4,1,8,44,0,0,4,1,1,513,6
0,27,3,5,1,3,1,6,39,0,0,4,0,1,766,1
0,21,1,4,1,5,1,13,39,0,0,4,0,2,683,1
0,44,0,0,1,3,4,3,39,0,0,2,0,1,991,4
0,8,3,2,1,1,1,12,49,0,0,4,1,3,583,6
0,17,3,2,1,4,0,8,69,0,0,4,1,0,974,5
0,21,3,3,1,4,1,9,39,0,0,4,1,1,683,6
0,25,3,3,1,4,0,8,54,0,0,4,1,0,952,5
0,0,0,0,1,3,1,5,19,0,0,2,1,3,186,6
0,31,3,3,1,3,0,3,39,0,0,4,1,0,823,5
1,21,3,4,1,5,0,13,39,0,0,4,1,0,683,5
1,35,3,3,1,4,0,8,49,0,0,4,1,0,1038,5
0,38,1,4,1,0,4,10,39,93,0,4,0,4,915,4
0,24,2,3,1,4,3,8,19,0,0,4,1,2,406,8
0,28,3,3,1,3,1,2,34,0,0,4,0,3,699,1
0,32,3,3,6,3,1,3,44,0,0,1,1,1,917,6
0,2,3,5,1,4,1,9,19,0,0,4,1,1,208,6
0,22,3,1,1,1,0,12,44,0,0,4,1,0,765,5
0,26,3,5,1,4,1,9,44,27,0,4,1,1,828,6
0,25,3,2,1,4,0,9,64,0,0,4,1,0,1073,5
0,0,3,3,1,3,1,6,11,0,0,4,1,3,106,6
0,13,3,4,1,0,1,11,24,0,0,2,0,1,377,1
0,44,1,4,1,5,3,13,69,0,0,4,0,1,1343,3
1,31,3,2,1,5,0,13,39,112,0,4,1,0,823,5
0,43,0,0,1,4,0,8,39,0,0,4,1,0,979,5
1,40,3,3,1,4,0,8,39,0,0,4,1,0,943,5
0,10,3,3,2,3,0,2,44,0,0,4,1,0,568,5
0,7,3,2,1,4,0,8,47,0,0,4,1,0,542,5
1,24,3,3,1,3,3,7,81,0,0,4,1,1,1225,8
0,25,3,3,1,4,4,8,39,0,0,4,1,4,738,9
0,17,3,4,1,1,1,12,14,0,0,4,0,3,272,1
0,5,0,0,1,3,1,4,35,0,0,2,0,4,393,1
0,30,3,2,1,4,3,8,42,0,0,4,0,4,857,3
0,33,3,1,1,4,1,8,39,0,56,4,1,1,849,6
0,13,3,3,1,4,1,8,39,0,0,4,1,1,562,6
0,21,3,3,1,1,0,12,44,0,0,4,1,0,750,5
1,14,3,4,1,4,0,8,54,0,0,4,1,0,749,5
1,27,3,1,1,4,0,9,44,0,0,4,0,5,843,0
0,17,3,3,1,4,0,9,37,0,32,4,1,0,600,5
1,35,3,3,1,4,3,8,39,110,0,2,1,1,878,8
0,17,3,3,1,4,0,8,49,0,0,4,1,0,745,5
0,14,3,2,1,4,0,9,39,0,0,4,1,0,579,5
0,51,3,2,1,4,3,9,19,0,0,4,0,1,623,3
0,5,3,1,2,4,1,8,39,0,0,4,0,3,430,1
0,25,3,2,1,1,1,12,34,0,0,4,0,1,665,1
0,20,3,3,1,4,0,8,34,0,0,4,1,0,601,5
0,19,2,3,1,4,0,8,34,0,0,4,1,0,586,5
0,21,3,1,1,4,3,9,29,0,0,4,0,4,537,3
0,55,5,5,1,4,0,8,54,0,0,4,1,0,1302,5
0,23,3,5,2,3,0,2,39,0,0,4,1,0,709,5
0,2,3,2,1,4,1,9,29,0,0,4,1,3,298,6
1,38,3,3,4,0,0,10,49,0,0,4,1,0,1078,5
0,13,3,3,1,0,0,11,39,0,0,4,1,0,562,5
0,35,3,1,1,1,3,12,39,0,10,4,0,4,878,3
1,12,3,2,1,1,0,12,44,52,0,4,1,0,606,5
0,24,3,4,1,4,0,9,3,0,0,2,1,0,83,5
0,12,3,1,1,1,1,12,44,0,0,4,0,1,606,1
0,7,3,2,1,1,1,12,19,0,0,4,0,1,258,1
1,29,2,4,1,6,0,14,44,0,0,4,1,0,874,5
1,27,3,2,1,4,0,8,59,0,0,4,1,0,1049,5
0,0,3,2,1,3,1,5,14,0,0,2,0,3,140,1
0,18,3,5,1,0,3,10,34,0,0,4,0,4,576,3
0,21,3,3,1,4,3,8,39,0,0,4,1,4,683,8
0,19,3,3,1,3,1,4,39,0,0,4,1,3,654,6
0,7,3,3,1,3,0,6,59,0,0,4,1,0,654,5
0,21,2,3,1,1,0,12,95,0,0,4,1,0,1279,5
0,2,3,2,2,3,1,6,39,0,0,4,0,1,382,1
0,13,3,3,1,4,0,8,44,0,0,4,1,0,620,5
0,19,1,3,1,0,0,10,39,0,0,0,1,0,654,5
0,10,3,3,1,4,1,9,44,0,0,4,1,1,568,6
1,10,3,1,1,0,0,11,39,0,0,4,1,0,513,5
0,49,0,0,1,3,0,3,29,0,0,4,1,0,843,5
1,48,4,2,1,4,0,9,39,0,66,2,1,0,1038,5
1,20,3,2,1,5,1,13,39,0,0,2,0,1,669,1
0,0,3,2,1,3,1,6,29,0,0,4,1,3,272,6
0,2,0,0,1,4,1,9,39,0,0,4,1,3,382,6
0,40,3,3,1,3,0,2,49,0,0,2,1,0,1103,5
0,37,2,4,1,5,3,13,29,0,0,4,0,1,715,3
0,4,3,5,1,4,1,9,39,0,0,4,0,1,414,1
0,26,3,3,1,4,3,8,39,0,0,4,1,1,753,8
0,33,3,3,1,4,0,8,39,0,0,4,1,0,849,5
1,21,3,3,1,3,0,6,47,0,0,4,1,0,790,5
1,14,3,4,1,4,0,8,39,112,0,4,1,0,579,5
0,24,3,4,1,6,3,14,37,0,0,4,0,4,694,3
0,3,3,4,1,4,1,9,39,0,0,4,0,1,396,1
0,11,3,1,1,1,0,12,14,0,0,4,0,2,228,0
0,45,3,5,1,3,0,4,34,0,0,4,1,0,905,5
0,24,3,3,1,3,3,7,39,0,0,2,0,1,722,3
0,20,3,3,1,4,0,8,44,0,0,4,1,0,732,5
0,36,2,3,1,4,0,9,29,0,0,4,1,0,703,5
1,11,3,2,1,1,0,12,49,0,0,4,1,0,638,5
0,6,3,4,1,5,1,13,29,0,0,4,0,1,351,1
0,29,2,3,1,4,0,8,34,0,0,4,1,0,712,5
0,11,3,2,1,4,1,8,44,0,0,4,0,1,586,1
0,33,3,1,1,3,3,5,39,0,0,4,0,4,849,3
0,2,3,3,2,4,1,9,44,0,0,4,1,1,420,6
0,67,3,4,1,3,0,3,9,0,0,2,1,0,414,5
1,31,2,4,1,6,0,14,34,0,0,4,1,0,738,5
0,44,2,1,1,4,4,8,19,0,0,4,0,4,572,4
0,27,3,3,1,4,3,9,41,0,0,4,1,1,798,8
0,15,3,3,4,4,3,8,59,0,0,1,0,4,823,3
0,8,3,1,1,4,1,9,34,0,0,4,1,3,428,6
0,30,1,1,1,4,3,9,39,0,0,4,0,1,808,3
0,2,3,2,1,4,1,9,14,0,0,4,0,3,157,1
0,20,3,5,1,4,0,9,16,0,0,4,1,0,325,5
0,11,3,2,1,4,3,8,39,0,0,1,0,3,530,3
1,17,3,1,1,0,0,11,39,0,0,4,0,5,623,0
0,15,2,5,1,4,3,9,34,0,0,4,0,1,530,3
0,7,3,5,1,4,1,9,29,0,0,4,1,1,362,6
0,5,0,0,1,4,1,9,24,0,0,1,0,1,288,1
0,13,3,2,1,4,0,9,95,0,0,2,1,0,1130,5
0,39,3,2,1,5,0,13,39,0,0,4,1,0,928,5
1,13,3,2,1,1,0,12,39,0,0,4,1,0,562,5
0,11,3,1,1,4,1,9,25,0,0,4,0,3,366,1
1,23,3,3,1,4,0,9,67,0,50,4,1,0,1070,5
0,11,3,2,1,4,1,9,44,0,0,4,1,1,586,6
0,22,3,3,1,3,1,7,39,0,0,4,1,1,695,6
1,16,2,3,1,4,0,8,39,0,0,4,1,0,610,5
0,6,3,5,2,4,1,9,39,0,0,1,1,1,445,6
0,15,3,3,2,4,1,9,54,0,0,4,1,2,766,6
0,20,3,3,1,4,0,8,39,0,0,4,1,0,669,5
0,54,3,5,1,3,4,2,73,0,0,1,0,1,1408,4
1,13,3,1,1,4,0,9,39,0,0,4,1,0,562,5
0,3,3,2,1,4,1,9,39,0,0,4,0,1,396,1
0,36,4,3,1,4,0,8,49,0,40,4,1,0,1051,5
0,25,3,3,1,4,3,8,44,0,0,4,1,4,814,8
1,27,3,2,1,1,0,12,55,0,51,4,1,0,999,5
0,9,3,4,1,5,1,13,39,0,0,4,0,1,495,1
0,4,3,5,1,4,1,9,15,0,0,4,0,3,185,1
0,20,2,5,1,4,2,8,39,0,0,2,0,4,669,2
0,19,1,4,1,1,3,12,39,0,0,4,0,4,654,3
0,8,3,2,1,4,1,8,39,0,0,4,0,4,478,1
1,37,3,2,1,2,0,15,42,0,55,4,1,0,955,5
1,21,2,4,1,1,0,12,49,0,0,4,1,0,818,5
0,12,3,5,1,4,1,8,39,0,0,4,1,1,545,6
0,3,1,3,1,4,1,9,37,0,0,4,1,3,382,6
0,15,3,3,1,4,1,8,49,0,0,4,1,2,709,6
0,7,3,2,1,0,1,11,19,0,0,4,1,1,258,6
1,42,4,1,1,4,0,8,39,0,0,4,1,0,967,5
1,39,2,1,1,1,0,12,39,0,0,4,1,0,928,5
0,23,2,3,1,4,3,8,81,0,0,4,1,1,1210,8
1,18,3,2,1,1,0,12,39,0,0,4,1,0,638,5
1,21,3,4,1,1,0,12,39,112,0,4,0,5,683,0
0,7,3,2,1,4,1,9,19,0,0,4,0,3,258,1
1,13,3,2,1,4,0,9,39,0,47,4,1,0,562,5
0,44,0,0,1,4,0,8,39,0,0,4,1,0,991,5
0,19,3,3,2,3,1,1,39,0,0,4,1,1,654,6
0,3,1,6,1,4,1,9,19,0,0,1,0,3,217,1
0,19,3,2,1,4,1,8,39,0,0,4,0,3,654,1
0,28,4,2,1,1,1,12,39,0,0,4,0,1,782,1
0,5,3,1,1,1,1,12,39,0,0,4,0,3,430,1
0,14,3,3,1,4,1,8,39,0,57,4,1,1,579,6
0,17,3,3,1,4,1,8,39,0,0,4,1,3,623,6
0,7,3,3,1,3,1,6,39,0,0,4,1,4,459,6
0,25,0,0,1,3,1,4,34,0,0,2,1,3,665,6
0,6,3,2,1,1,1,12,24,0,0,4,1,1,299,6
1,29,4,4,5,6,3,14,39,0,0,4,0,4,796,3
1,43,3,4,5,6,0,14,69,0,0,4,1,0,1334,5
0,23,3,3,1,4,3,9,39,0,0,2,0,4,709,3
0,38,3,3,1,4,3,8,39,0,0,4,0,1,915,3
1,30,3,2,1,5,3,13,39,119,0,4,1,1,808,8
0,11,3,5,1,4,0,8,42,0,0,4,1,0,563,5
1,38,3,2,1,6,0,14,59,0,0,4,1,0,1199,5
1,30,3,4,1,5,0,13,39,0,0,4,1,0,808,5
1,37,3,2,1,5,0,13,51,0,0,4,1,0,1093,5
0,15,3,5,1,3,0,6,59,0,0,4,0,5,823,0
1,21,3,2,1,0,0,11,39,0,0,4,1,0,683,5
0,44,2,3,1,4,4,9,39,0,0,4,0,1,991,4
0,45,2,4,4,5,0,13,39,0,0,1,1,0,1004,5
0,12,3,3,1,4,0,9,39,79,0,4,1,0,545,5
0,9,3,6,1,4,1,8,31,0,0,2,0,1,410,1
0,2,3,3,1,4,1,9,49,0,0,4,1,3,457,6
0,23,3,3,1,3,0,5,39,0,0,4,1,0,709,5
1,19,3,3,1,4,0,8,39,95,0,4,1,0,654,5
0,25,3,3,1,4,0,8,44,45,0,4,1,0,814,5
0,38,3,4,6,5,1,13,39,0,0,1,0,2,915,1
0,38,3,5,1,4,0,8,34,36,0,2,0,5,825,0
1,26,2,2,1,1,0,12,39,0,0,4,1,0,753,5
0,22,3,3,1,4,0,8,39,0,0,4,1,0,695,5
1,21,4,1,1,4,0,9,44,0,0,4,1,0,750,5
0,11,3,5,2,4,1,8,39,0,0,4,0,4,530,1
0,19,3,2,1,4,3,9,39,0,0,4,0,4,654,3
0,32,3,3,1,4,0,9,49,0,0,4,1,0,995,5
0,24,3,1,1,4,3,9,39,0,0,2,0,3,722,3
0,43,3,3,1,3,0,3,39,0,0,4,0,5,979,0
0,18,3,2,1,1,0,12,69,0,0,4,1,0,995,5
0,19,1,4,1,1,3,12,39,0,0,4,0,4,654,3
1,34,3,1,1,4,0,8,39,0,0,4,1,0,863,5
0,6,3,5,2,4,1,8,39,0,0,4,1,1,445,6
0,34,3,3,1,4,0,8,39,0,0,4,1,0,863,5
0,0,3,2,3,3,1,6,17,6,0,4,0,3,171,1
0,16,2,2,1,4,0,9,24,0,0,4,1,0,407,5
0,33,3,6,1,4,3,8,39,0,0,4,1,1,849,8
1,21,3,3,1,3,0,7,39,0,0,4,1,0,683,5
0,1,3,1,1,4,1,8,34,0,0,4,0,3,326,1
0,9,3,3,1,4,1,8,39,0,0,4,1,3,495,6
0,4,3,2,1,4,1,9,46,0,0,4,0,3,470,1
0,9,3,2,1,4,0,8,51,0,0,4,1,0,621,5
1,13,1,1,1,4,0,8,39,0,0,4,0,5,562,0
0,22,0,0,1,4,3,9,19,0,0,4,0,1,388,3
0,16,1,5,1,4,1,8,39,0,0,2,1,1,610,6
0,25,1,3,1,4,3,9,37,0,0,4,1,4,706,8
0,11,3,4,1,6,1,14,49,0,0,4,0,1,638,1
0,3,3,5,1,4,1,8,34,0,0,4,1,3,354,6
0,49,1,4,1,1,4,12,24,0,70,2,0,1,726,4
0,14,3,1,3,4,0,9,49,0,0,1,1,0,691,5
0,19,3,1,3,4,3,9,39,0,0,4,1,4,654,8
1,22,4,4,1,0,1,11,39,0,0,4,1,1,695,6
0,35,3,1,1,4,0,8,39,0,0,4,1,0,878,5
1,44,3,3,4,3,0,3,39,98,0,4,1,0,991,5
0,10,3,3,1,4,0,8,39,0,0,4,1,0,513,5
0,28,3,1,1,4,3,8,49,0,0,4,0,1,931,3
0,4,3,5,1,3,1,4,39,0,0,0,1,3,414,6
0,8,3,1,1,4,1,8,39,0,0,4,0,3,478,1
0,7,3,5,1,4,1,9,24,0,0,4,0,3,311,1
0,21,3,2,5,0,0,11,54,0,0,4,1,0,880,5
0,34,0,0,1,4,0,9,23,0,0,4,1,0,575,5
1,12,3,4,1,1,0,12,49,0,51,4,0,5,657,0
0,28,3,1,1,4,3,8,37,0,0,4,0,4,750,3
0,42,3,3,1,3,0,5,49,0,0,4,1,0,1124,5
0,24,3,1,1,4,0,8,39,0,0,4,1,3,722,5
0,6,3,1,1,1,1,12,39,0,0,4,0,3,445,1
0,26,3,1,1,4,3,9,44,0,0,4,1,1,828,8
0,0,3,2,1,3,1,6,19,0,0,4,1,3,186,6
1,15,3,2,1,1,0,12,49,112,0,4,1,0,709,5
0,25,3,3,1,0,0,10,39,0,0,4,1,0,738,5
1,51,3,2,1,5,0,13,39,0,80,4,1,0,1070,5
1,38,4,2,1,4,0,8,39,0,50,4,1,0,915,5
0,26,3,1,1,4,0,8,39,0,0,4,1,0,753,5
1,44,3,1,1,4,0,8,39,0,0,4,1,0,991,5
0,11,3,3,1,4,0,8,39,0,0,4,1,0,530,5
0,30,3,3,1,4,3,8,59,0,0,4,0,4,1096,3
0,4,2,3,1,3,1,3,39,0,0,4,1,1,414,6
0,22,3,3,1,4,1,9,39,0,0,4,1,1,695,6
0,22,3,3,1,3,3,6,45,0,49,4,1,1,780,8
0,17,3,3,1,4,0,9,39,0,67,2,1,0,623,5
0,40,0,0,1,3,3,4,39,0,0,4,1,1,943,8
0,10,3,3,1,1,3,12,39,0,0,2,1,3,513,8
0,4,1,5,1,4,1,9,11,0,0,2,0,3,138,1
0,8,3,3,2,3,1,2,39,0,0,4,1,1,478,6
1,34,2,2,1,4,0,9,49,0,0,4,1,0,1023,5
0,18,3,2,1,1,1,12,39,0,0,2,0,3,638,1
0,2,3,5,1,4,1,9,11,0,0,4,1,3,121,6
1,10,3,2,1,1,0,12,54,95,0,4,1,0,672,5
0,17,3,2,1,4,1,9,34,0,0,2,0,2,559,1
0,16,0,0,1,4,3,8,31,0,0,4,0,4,501,3
0,19,3,3,1,4,3,8,39,0,0,4,1,4,654,8
0,16,2,3,1,1,0,12,34,0,0,4,1,0,543,5
0,43,2,3,1,1,0,12,39,0,0,4,1,0,979,5
1,25,3,2,1,4,0,9,49,112,0,4,1,0,882,5
0,30,4,4,1,4,0,8,39,0,0,2,0,5,808,0
1,25,3,3,1,4,3,8,73,0,0,4,1,1,1167,8
1,17,3,2,1,4,0,9,64,0,0,4,1,0,920,5
0,4,3,5,1,4,1,8,31,0,0,4,0,3,345,1
1,13,3,5,1,5,0,13,14,0,0,4,1,0,244,5
1,36,3,2,1,5,0,13,49,0,0,4,0,5,1051,0
0,17,3,3,5,4,0,8,39,0,0,4,1,0,623,5
0,20,3,3,1,1,0,12,39,0,0,4,1,0,669,5
0,10,3,1,1,4,1,8,39,0,0,2,0,3,513,1
0,14,3,2,1,1,1,12,39,0,0,4,1,1,579,6
0,13,3,1,1,4,0,9,39,0,0,4,0,5,562,0
0,16,3,3,1,4,3,8,44,0,0,4,1,1,672,8
0,24,1,2,1,4,0,9,39,0,0,4,1,0,722,5
0,6,1,4,1,4,0,9,29,0,0,4,1,0,351,5
0,48,3,2,1,4,0,9,39,0,0,4,0,5,1038,0
0,13,3,5,1,4,1,8,39,0,0,4,0,4,562,1
0,34,3,5,1,0,0,10,54,68,0,4,1,0,1092,5
0,13,1,3,1,4,1,9,39,0,0,4,1,3,562,6
1,32,3,2,1,5,3,13,44,75,0,4,1,1,917,8
0,20,2,4,1,4,0,8,29,53,0,4,1,0,526,5
0,25,3,3,1,4,1,8,39,0,0,4,1,1,738,6
1,45,3,2,1,0,0,10,44,0,0,4,0,5,1089,0
0,50,0,0,1,4,4,8,34,7,0,4,1,1,962,9
1,14,3,3,1,4,0,9,39,81,0,4,1,0,579,5
1,33,3,2,1,1,0,12,19,0,0,4,1,0,478,5
0,16,3,1,3,1,0,12,39,0,0,1,1,2,610,5
0,10,3,3,1,4,1,9,39,0,0,4,1,2,513,6
1,14,3,3,2,0,0,10,39,70,0,4,1,0,579,5
0,18,3,3,1,4,1,9,39,0,0,0,1,2,638,6
1,38,3,3,1,4,0,9,5,0,0,4,1,0,183,5
1,37,2,2,1,1,0,12,34,0,55,4,0,5,814,0
1,39,3,2,1,1,0,12,47,0,0,4,1,0,1063,5
0,4,3,1,1,0,1,10,39,0,0,4,0,1,414,1
0,49,3,5,5,3,4,3,19,0,0,4,0,1,610,4
0,29,3,3,1,4,0,8,49,0,0,4,1,0,948,5
0,6,3,2,1,1,1,12,37,0,0,4,0,1,427,1
0,26,3,2,1,5,1,13,44,0,0,4,0,1,828,1
0,23,3,3,1,4,0,8,54,0,0,4,1,0,915,5
0,35,3,3,2,3,0,2,39,0,0,4,1,0,878,5
1,42,1,4,1,1,0,12,49,0,0,4,1,0,1124,5
0,19,1,1,1,0,3,10,39,0,0,2,0,3,654,3
0,16,3,3,1,4,1,8,39,0,0,4,1,1,610,6
0,3,3,2,1,4,0,8,39,0,0,4,1,0,396,5
0,4,3,3,1,4,1,8,34,0,0,4,1,1,370,6
0,42,0,0,1,3,4,5,39,0,0,4,0,4,967,4
1,25,2,2,1,5,0,13,49,0,0,4,1,0,882,5
0,45,3,2,1,4,4,8,42,0,0,4,0,1,1057,4
0,37,3,2,1,4,1,8,39,0,0,4,1,1,902,6
0,18,3,3,1,3,1,3,29,0,0,4,0,3,498,1
0,19,3,2,1,0,1,11,39,0,0,4,0,1,654,1
0,4,3,1,1,4,1,8,44,0,0,4,0,2,455,1
0,13,3,3,1,4,3,8,13,0,0,4,0,4,228,3
1,29,3,3,1,4,0,9,39,0,0,4,1,0,796,5
1,15,3,3,6,3,0,2,39,0,0,1,0,5,595,0
0,4,3,2,1,4,1,9,63,0,0,4,1,2,619,6
0,22,3,1,1,4,1,8,39,0,0,4,1,1,695,6
0,37,3,2,1,4,2,8,42,0,0,4,0,1,955,2
0,15,3,3,1,4,0,9,39,60,0,4,1,0,595,5
0,6,3,3,1,4,1,8,39,0,0,4,1,3,445,6
0,25,3,3,5,3,0,1,39,0,0,4,1,0,738,5
0,45,0,0,1,3,4,5,29,0,0,4,0,1,803,4
0,11,3,5,1,4,1,9,34,0,0,4,1,1,467,6
0,11,3,3,1,4,0,8,39,0,0,4,1,0,530,5
0,18,3,2,1,0,0,11,39,0,0,4,1,0,638,5
0,2,3,2,1,4,1,9,39,0,0,4,0,3,382,1
0,10,3,3,1,4,1,8,34,0,0,2,1,1,455,6
0,37,3,3,1,3,0,1,49,0,0,4,1,0,1066,5
0,2,3,2,1,4,1,8,34,0,0,4,0,3,341,1
0,10,3,2,1,4,1,9,29,0,0,4,0,1,400,1
0,13,3,5,0,4,1,8,49,0,0,4,1,1,676,6
0,18,3,1,1,0,1,11,34,0,0,4,0,1,576,1
0,49,0,0,1,3,0,4,39,0,0,4,1,0,1049,5
0,2,1,4,1,4,1,9,19,0,0,4,0,3,208,1
1,13,3,3,1,4,0,8,39,0,0,4,1,0,562,5
0,15,3,2,1,1,1,12,39,0,0,4,1,1,595,6
0,14,3,2,1,4,1,9,39,0,0,4,0,1,579,1
0,9,3,2,1,0,1,10,64,0,0,2,1,2,742,6
0,27,3,2,1,4,4,9,24,0,0,4,0,1,521,4
1,35,3,2,1,1,0,12,49,0,0,4,1,0,1038,5
0,13,3,3,1,4,0,9,39,0,0,4,1,0,562,5
0,15,2,5,1,4,1,8,59,0,0,4,0,1,823,1
0,2,2,3,1,4,1,8,39,0,0,4,1,3,382,6
0,16,3,3,1,4,3,8,29,0,0,4,1,1,473,8
0,3,3,3,1,4,1,9,39,0,0,4,1,1,396,6
0,44,3,3,1,3,0,3,39,0,0,4,1,0,991,5
0,16,3,5,1,4,1,9,34,0,0,2,0,1,543,1
0,7,3,2,1,4,1,9,34,0,0,4,0,3,414,1
0,14,2,3,1,1,3,12,59,0,0,4,1,1,803,8
0,3,0,0,1,4,1,8,19,0,0,4,0,3,217,1
0,15,3,2,1,0,3,10,49,0,0,4,0,4,709,3
0,12,3,2,1,0,0,11,39,0,0,4,0,5,545,0
0,44,3,5,1,3,3,5,23,0,0,4,1,1,664,8
0,31,3,3,1,4,0,8,49,0,0,4,0,5,979,0
0,12,4,1,1,0,3,11,39,0,0,4,0,1,545,3
0,44,0,0,1,3,1,7,51,0,0,2,1,1,1171,6
0,17,3,3,0,4,1,9,47,0,0,2,1,1,719,6
0,5,3,1,1,0,1,11,14,0,0,4,0,1,183,1
0,15,3,3,1,4,0,8,39,0,35,4,1,0,595,5
0,21,3,3,1,4,0,8,39,0,0,4,1,0,683,5
0,10,3,3,1,4,3,9,39,0,0,4,0,4,513,3
0,9,3,3,7,4,1,8,39,0,0,1,1,2,495,6
1,18,3,1,1,4,1,8,39,101,0,4,1,1,638,6
0,45,3,1,1,4,3,8,39,0,0,4,0,4,1004,3
0,11,3,5,1,4,1,8,39,0,0,4,0,4,530,1
